model,mse,rmse,mae,qlike,rmse_var,mae_var,mse_var,model_path,r2,samples
Naive_30min,5.8980015137299333e-05,0.007679844733931756,0.003913318160902622,11.23686691053856,0.0017722937213681378,0.0001649718028570686,3.1410250348009226e-06,,,
PNA_Stable_30min,6.911951578477943e-05,0.008313814755260033,0.004297476390638804,15.603521309691512,0.001438344908817544,0.0001828938832995753,2.068836076721349e-06,output/pna_30min_20250818_154619/best_model.pt,0.0,4178.0
